Activity UUID_Product UUID;Activity Name;Geography;Reference Product Name
a5c5e977-9c3c-5beb-ad2c-238abcb4e30f_d19d661f-fc4d-45fe-8dcf-b0cccc8ced74;treatment of bottom ash, MSWI-WWT, heat carrier liquid, 40% C3H8O2, slag compartment;GLO;bottom ash, MSWI-WWT, heat carrier liquid, 40% C3H8O2
34030579-ec59-5e23-a40f-03e298ca07aa_9f46f9ca-7563-4008-ac3c-6d4815bdffe5;treatment of bottom ash, MSWI-WWT, rainwater mineral oil storage, slag compartment;Europe without Switzerland;bottom ash, MSWI-WWT, rainwater mineral oil storage
0d71d247-7c76-5850-a6d7-ca5beab266ea_9f46f9ca-7563-4008-ac3c-6d4815bdffe5;treatment of bottom ash, MSWI-WWT, rainwater mineral oil storage, slag compartment;RoW;bottom ash, MSWI-WWT, rainwater mineral oil storage
b90023b3-1ad2-592b-8c4a-160ef909ce09_922b553a-a592-4c14-a7ce-3dba75428851;treatment of bottom ash, MSWI-WWT-SLF, hard coal ash, slag compartment;GLO;bottom ash, MSWI-WWT-SLF, hard coal ash
247eda3d-0312-55da-a7c2-529203916f9a_d3629287-6151-4304-955b-a4330a3bfce4;treatment of bottom ash, MSWI-WWT-SLF, inert waste, slag compartment;RoW;bottom ash, MSWI-WWT-SLF, inert waste
cfc5bebc-2fdd-5a65-8d1d-1d40538c7955_d3629287-6151-4304-955b-a4330a3bfce4;treatment of bottom ash, MSWI-WWT-SLF, inert waste, slag compartment;RER;bottom ash, MSWI-WWT-SLF, inert waste
c051b416-3ee3-5f7b-949f-0200c78db8f5_b4d3ad92-263d-4e14-bbad-526b6fb8a346;treatment of bottom ash, MSWI-WWT-SLF, lignite ash, slag compartment;GLO;bottom ash, MSWI-WWT-SLF, lignite ash
bee52c12-84b4-53b7-9c69-4f111bdc6017_6955ae75-0492-5c37-8af5-b454724b2073;treatment of bottom ash, MSWI-WWT-SLF, municipal solid waste, slag compartment;GLO;bottom ash, MSWI-WWT-SLF, municipal solid waste
5a888144-ee98-58d3-b37c-ed3c040a5322_1725ea26-06d3-42dc-9fbd-dc7c055c54e3;treatment of bottom ash, MSWI-WWT-SLF, refinery sludge, slag compartment;Europe without Switzerland;bottom ash, MSWI-WWT-SLF, refinery sludge
6c00bd04-3dde-506d-8fd4-f03a35d68387_1725ea26-06d3-42dc-9fbd-dc7c055c54e3;treatment of bottom ash, MSWI-WWT-SLF, refinery sludge, slag compartment;RoW;bottom ash, MSWI-WWT-SLF, refinery sludge
ca7b0428-cf9a-5526-827f-4d474781b493_0715f8b9-1f42-46ee-aec7-9b3f1c1b4c3c;treatment of bottom ash, MSWI-WWT-SLF, residue from cooling tower, slag compartment;GLO;bottom ash, MSWI-WWT-SLF, residue from cooling tower
134c0970-aa23-52bb-b2ce-040af5a7bd6b_ea7707ef-f1ec-4903-9a65-8bf223b389b0;treatment of bottom ash, MSWI-WWT-SLF, scrap tin sheet, slag compartment;GLO;bottom ash, MSWI-WWT-SLF, scrap tin sheet
b2702e1e-a46a-5b58-8ee9-a5321b2023e3_cbbdc3ff-6a52-4cbb-912b-035224f90dd8;treatment of bottom ash, MSWI-WWT-SLF, sludge from pulp and paper production, slag compartment;Europe without Switzerland;bottom ash, MSWI-WWT-SLF, sludge from pulp and paper production
b2283be6-2bd5-5476-8217-99aabba17152_cbbdc3ff-6a52-4cbb-912b-035224f90dd8;treatment of bottom ash, MSWI-WWT-SLF, sludge from pulp and paper production, slag compartment;RoW;bottom ash, MSWI-WWT-SLF, sludge from pulp and paper production
399a806d-cd83-582c-9b7f-b1fb20860620_a82d0109-1cbf-590a-861a-9d8e4733cf78;treatment of bottom ash, MSWI-WWT-SLF, waste aluminium, slag compartment;GLO;bottom ash, MSWI-WWT-SLF, waste aluminium
42d8351f-6bf5-5bf2-862a-a8ec2474bcd2_57de4ddd-e719-448d-adb0-122aaa481b86;treatment of bottom ash, MSWI-WWT-SLF, waste asphalt, slag compartment;GLO;bottom ash, MSWI-WWT-SLF, waste asphalt
bf83d779-18dd-5833-90d5-f260b219d506_27109448-ea5f-488b-986d-5e61bf9795ca;treatment of bottom ash, MSWI-WWT-SLF, waste bitumen, slag compartment;Europe without Switzerland;bottom ash, MSWI-WWT-SLF, waste bitumen
2053a71b-93f7-53e4-8710-0e06283ec01d_27109448-ea5f-488b-986d-5e61bf9795ca;treatment of bottom ash, MSWI-WWT-SLF, waste bitumen, slag compartment;RoW;bottom ash, MSWI-WWT-SLF, waste bitumen
d79c048f-dce7-5bd2-b3cc-128e8bc38c0b_4b89a938-c40e-4167-b10b-735c00dbca6f;treatment of bottom ash, MSWI-WWT-SLF, waste emulsion paint, slag compartment;Europe without Switzerland;bottom ash, MSWI-WWT-SLF, waste emulsion paint
5d5e0655-c8be-585b-8ec4-b652be8dfc1b_4b89a938-c40e-4167-b10b-735c00dbca6f;treatment of bottom ash, MSWI-WWT-SLF, waste emulsion paint, slag compartment;RoW;bottom ash, MSWI-WWT-SLF, waste emulsion paint
59e648be-832e-5c34-8b97-e0222cc05c08_b9dea728-ddec-575c-a362-481d21e5a062;treatment of bottom ash, MSWI-WWT-SLF, waste glass, slag compartment;GLO;bottom ash, MSWI-WWT-SLF, waste glass
fc51ec37-5c17-5c08-b417-030bd1851ced_15a7fdf1-a3c4-54eb-9aed-678811440ded;treatment of bottom ash, MSWI-WWT-SLF, waste graphical paper, slag compartment;GLO;bottom ash, MSWI-WWT-SLF, waste graphical paper
a858ff5a-03e0-5bb0-aaf2-3961c3303780_4841b8f6-4a5b-44eb-a9e1-c744ef705fac;treatment of bottom ash, MSWI-WWT-SLF, waste gypsum, slag compartment;Europe without Switzerland;bottom ash, MSWI-WWT-SLF, waste gypsum
364f5267-efe1-59e2-bdef-14c63467498e_4841b8f6-4a5b-44eb-a9e1-c744ef705fac;treatment of bottom ash, MSWI-WWT-SLF, waste gypsum, slag compartment;RoW;bottom ash, MSWI-WWT-SLF, waste gypsum
abdf5262-3de3-5ee0-a57f-11bf16706b2c_c75182bd-c099-59d3-a9b7-6ae962772c83;treatment of bottom ash, MSWI-WWT-SLF, waste packaging paper, slag compartment;GLO;bottom ash, MSWI-WWT-SLF, waste packaging paper
966f7ece-db5f-5d91-8062-5dde25732839_91b87cfb-2b18-41cc-abbe-72b38eec2488;treatment of bottom ash, MSWI-WWT-SLF, waste paint, slag compartment;Europe without Switzerland;bottom ash, MSWI-WWT-SLF, waste paint
37747dcd-d018-57a9-be81-937ea16311d8_91b87cfb-2b18-41cc-abbe-72b38eec2488;treatment of bottom ash, MSWI-WWT-SLF, waste paint, slag compartment;RoW;bottom ash, MSWI-WWT-SLF, waste paint
47cf5beb-21cd-572c-8cd4-b02caa9e33a1_8508540a-a9e5-53b4-a622-66dcee1c3092;treatment of bottom ash, MSWI-WWT-SLF, waste paperboard, slag compartment;GLO;bottom ash, MSWI-WWT-SLF, waste paperboard
5f5cf338-83f7-536b-89ba-83aa7008d9c0_821ecc27-85f0-4e99-8caa-00b2a0c17fbf;treatment of bottom ash, MSWI-WWT-SLF, waste plastic plaster, slag compartment;GLO;bottom ash, MSWI-WWT-SLF, waste plastic plaster
186733eb-d3bf-5a38-ae3e-9fd5eb30c0fc_fe80161f-a30b-51a5-bf1e-55128232cf7a;treatment of bottom ash, MSWI-WWT-SLF, waste plastic, mixture, slag compartment;GLO;bottom ash, MSWI-WWT-SLF, waste plastic, mixture
f106b2eb-3124-56c2-b4d7-d21658ea649f_427b7dd0-5588-5462-a04f-93f858ad5f9b;treatment of bottom ash, MSWI-WWT-SLF, waste polyethylene terephthalate, slag compartment;GLO;bottom ash, MSWI-WWT-SLF, waste polyethylene terephthalate
e1cc577c-7dd7-5500-a33a-614fdcf7c2f6_ba7001f6-f6de-541a-ae46-5f15da8b8bdc;treatment of bottom ash, MSWI-WWT-SLF, waste polyethylene, slag compartment;GLO;bottom ash, MSWI-WWT-SLF, waste polyethylene
d6ef41d0-1e41-507c-afb6-78b5ba9a7965_abb4e3a7-6eeb-52b7-8992-9dbc34f34276;treatment of bottom ash, MSWI-WWT-SLF, waste polypropylene, slag compartment;GLO;bottom ash, MSWI-WWT-SLF, waste polypropylene
a9cf27a7-0e13-5d74-b7c1-317e5f188b8e_f6a280b7-761e-51a8-bac6-cc1fb0f6ef15;treatment of bottom ash, MSWI-WWT-SLF, waste polystyrene, slag compartment;GLO;bottom ash, MSWI-WWT-SLF, waste polystyrene
4791a1bc-b940-573e-9ff3-fef1f9372355_94387809-7796-418b-b31b-4a3e24015662;treatment of bottom ash, MSWI-WWT-SLF, waste polyurethane, slag compartment;GLO;bottom ash, MSWI-WWT-SLF, waste polyurethane
abf45259-9a07-50ec-aa51-b5f3ce5d2ddd_e37574dc-13f9-4d5b-a02e-395a1a237df7;treatment of bottom ash, MSWI-WWT-SLF, waste polyvinylchloride, slag compartment;GLO;bottom ash, MSWI-WWT-SLF, waste polyvinylchloride
05c7543a-4ffa-5394-a812-5cd3c087652f_99c8674e-2fe2-40f9-bb2e-75b828c5d9d1;treatment of bottom ash, MSWI-WWT-SLF, waste wood, untreated, slag compartment;GLO;bottom ash, MSWI-WWT-SLF, waste wood, untreated
9438e9f4-6de9-59b5-a557-0d689aaca4a9_863ce313-be1c-4c48-811a-fbae3f5c3599;treatment of bottom ash, MSWI-WWT-SLF, wood ash mixture, pure, slag compartment;Europe without Switzerland;bottom ash, MSWI-WWT-SLF, wood ash mixture, pure
f9d7306e-41e9-502b-9444-9f5edea0b78b_863ce313-be1c-4c48-811a-fbae3f5c3599;treatment of bottom ash, MSWI-WWT-SLF, wood ash mixture, pure, slag compartment;RoW;bottom ash, MSWI-WWT-SLF, wood ash mixture, pure
082e5d61-7870-5cb4-a043-a54344e18e6c_713d454d-006f-417f-b5aa-d5ab07fb6186;treatment of bottom ash, MSWI-WWT-SLF[W], waste plastic, consumer electronics, slag compartment, wet class;GLO;bottom ash, MSWI-WWT-SLF[W], waste plastic, consumer electronics
ae31ff7b-8afd-574a-a84e-eca65e8dde5d_0e2036e0-3c5e-4839-9676-842ea1f54214;treatment of bottom ash, MSWI-WWT[R], WW from anaerobic digestion of whey, slag compartment;GLO;bottom ash, MSWI-WWT[R], WW from anaerobic digestion of whey
fb15e753-518d-5dc8-97f0-53b84e9d3c0e_cc2b14ad-d9a0-42b7-9289-7e4a79caa08c;treatment of bottom ash, MSWI-WWT[U], WW from lorry production, slag compartment;GLO;bottom ash, MSWI-WWT[U], WW from lorry production
0420edbd-f007-5902-871b-68715e052a9c_d181e403-5232-49a6-8190-2daddbf7d4f4;treatment of bottom ash, MSWI[F], aluminium in car shredder residue, slag compartment;CH;bottom ash, MSWI[F], aluminium in car shredder residue
c1afc1af-fc98-5b96-b42d-643207c8ec5c_88d860e0-7b22-55b9-98b0-9a4291c3b6d2;treatment of bottom ash, MSWI[F], biowaste, slag compartment;CH;bottom ash, MSWI[F], biowaste
394abd2c-a779-5832-a87a-68363bf1af6b_e719a4a4-57be-4718-97b7-7fd342455c65;treatment of bottom ash, MSWI[F], coating from waste CRT display, slag compartment;CH;bottom ash, MSWI[F], coating from waste CRT display
92c0039e-655c-578f-b51c-bba8d510df71_5073d9ce-581a-4f1e-9273-abfa1186ddab;treatment of bottom ash, MSWI[F], copper in car shredder residue, slag compartment;CH;bottom ash, MSWI[F], copper in car shredder residue
cd3fa12f-2dbd-5126-ac26-8ada1c68e695_24586aa2-1499-4626-a899-3ab0925db533;treatment of bottom ash, MSWI[F], digester sludge, slag compartment;CH;bottom ash, MSWI[F], digester sludge
90d0b435-f6d9-57c1-81d6-9e6c5d65158b_a5f78b71-011e-46ec-968e-8d40aeefc276;treatment of bottom ash, MSWI[F], hard coal ash, slag compartment;CH;bottom ash, MSWI[F], hard coal ash
7a37f4b0-80ef-5d6d-a9dd-071cd5062f03_9d79b611-e000-48dd-952c-b519ddb958aa;treatment of bottom ash, MSWI[F], lead in car shredder residue, slag compartment;CH;bottom ash, MSWI[F], lead in car shredder residue
0a216013-0b0e-52ed-89cb-359cd1d62828_8f603d5c-2860-41fc-a71e-b62765c03b30;treatment of bottom ash, MSWI[F], lignite ash, slag compartment;CH;bottom ash, MSWI[F], lignite ash
bef6489b-f674-51c5-b3a7-81d209929985_009228e9-e826-5175-b766-bef9dc1b4b40;treatment of bottom ash, MSWI[F], municipal solid waste, slag compartment;CH;bottom ash, MSWI[F], municipal solid waste
f3c51e89-e0c9-5d60-942d-6a2d60a1d566_db204b6c-3126-4245-895e-6d75a6cb9a9f;treatment of bottom ash, MSWI[F], raw sewage sludge, slag compartment;CH;bottom ash, MSWI[F], raw sewage sludge
9288cd2c-9b26-5c40-8b9c-502b1c18f11d_c4afb7b6-557d-40a7-9fd8-33d43535c456;treatment of bottom ash, MSWI[F], residue from mechanical treatment, CRT display, slag compartment;CH;bottom ash, MSWI[F], residue from mechanical treatment, CRT display
e12640f0-b6b0-563f-a782-009a68e2b39a_869d4a64-0f23-43a7-b428-f58d2077d14c;treatment of bottom ash, MSWI[F], residue from mechanical treatment, IT accessory, slag compartment;CH;bottom ash, MSWI[F], residue from mechanical treatment, IT accessory
fb01f74a-fea6-507a-9ed7-145396985457_67edd434-aef5-4a14-963f-9722d5c396cf;treatment of bottom ash, MSWI[F], residue from mechanical treatment, LCD, slag compartment;CH;bottom ash, MSWI[F], residue from mechanical treatment, LCD
d85c31c4-76d5-5ceb-a56f-0750f400f28e_03d098c6-b2ae-43a8-a59c-3361a661ea0a;treatment of bottom ash, MSWI[F], residue from mechanical treatment, desktop computer, slag compartment;CH;bottom ash, MSWI[F], residue from mechanical treatment, desktop computer
4e5daa98-0cff-5e7d-8d9e-615a7f0f42f3_81cc36e6-21e1-433d-b5b7-f8b7b114f406;treatment of bottom ash, MSWI[F], residue from mechanical treatment, industrial device, slag compartment;CH;bottom ash, MSWI[F], residue from mechanical treatment, industrial device
e01d2282-d20d-570c-a05a-df345392d6e7_1b418275-c7f0-4f1e-9baf-c26cb3b6c1af;treatment of bottom ash, MSWI[F], residue from mechanical treatment, laptop computer, slag compartment;CH;bottom ash, MSWI[F], residue from mechanical treatment, laptop computer
d53d95b0-7e89-525f-934e-276631a2ac12_744c5346-fd59-430c-964d-2504bf788663;treatment of bottom ash, MSWI[F], residue from mechanical treatment, laser printer, slag compartment;CH;bottom ash, MSWI[F], residue from mechanical treatment, laser printer
8476777c-52c0-5a83-bc37-1f1a9ac3ef32_9eba2c11-d08a-40c8-95b7-751744b34774;treatment of bottom ash, MSWI[F], residue from shredder fraction from manual dismantling, slag compartment;CH;bottom ash, MSWI[F], residue from shredder fraction from manual dismantling
a47edcdc-95ab-5e11-8c5e-cfd44aacf43f_b2c8f679-af9d-5393-b382-8cc463afc1d9;treatment of bottom ash, MSWI[F], scrap aluminium, slag compartment;CH;bottom ash, MSWI[F], scrap aluminium
7deba219-607f-5ac6-bc89-f559b426c8c4_7e6feeab-d271-4391-aab3-e707c0933acf;treatment of bottom ash, MSWI[F], scrap copper, slag compartment;CH;bottom ash, MSWI[F], scrap copper
c3723e90-c4c1-5fdb-9ce2-944a1caa5287_d08284f8-6314-5e4f-81dc-832cae99af4c;treatment of bottom ash, MSWI[F], scrap steel, slag compartment;CH;bottom ash, MSWI[F], scrap steel
56043001-8ba3-5bd3-9db4-b6c77f71fcea_e98a107a-ee38-42fe-8e97-12fa5ac195c7;treatment of bottom ash, MSWI[F], scrap tin sheet, slag compartment;CH;bottom ash, MSWI[F], scrap tin sheet
1ef0322b-4a01-570b-8b80-05bed67a4d57_db7d58a9-b688-44dc-ba3d-1451197b87a5;treatment of bottom ash, MSWI[F], spent anion exchange resin from potable water production, slag compartment;CH;bottom ash, MSWI[F], spent anion exchange resin from potable water production
a776a396-b529-51dd-b0bc-5a5d7db03df7_67524136-3b4b-4adc-b2ba-fa9a35e3c6af;treatment of bottom ash, MSWI[F], spent cation exchange resin from potable water production, slag compartment;CH;bottom ash, MSWI[F], spent cation exchange resin from potable water production
43ff3c02-6972-5b3c-a67e-b82794c734bd_a9002a51-ce18-497e-9382-b33ea20a6b80;treatment of bottom ash, MSWI[F], steel in car shredder residue, slag compartment;CH;bottom ash, MSWI[F], steel in car shredder residue
05fae059-aef8-59d8-8225-0021eb45921b_68d091ec-c1af-4cfe-aa8b-8d33a0774c5a;treatment of bottom ash, MSWI[F], used LCD module, slag compartment;CH;bottom ash, MSWI[F], used LCD module
8a2bbb85-a800-5039-82ec-08cf26e50d85_7454da5a-f07c-4511-b697-45f161a3102d;treatment of bottom ash, MSWI[F], waste bitumen sheet, slag compartment;CH;bottom ash, MSWI[F], waste bitumen sheet
ac3bdf5d-13af-59ac-a507-e646c9ac528d_ce24142a-1b66-4b03-9c06-186406d40e5a;treatment of bottom ash, MSWI[F], waste building wood, chrome preserved, slag compartment;CH;bottom ash, MSWI[F], waste building wood, chrome preserved
ea002acb-1778-5d32-b1f7-49daf3724662_58d8bd09-c308-4071-bd22-b0c84b3e9c57;treatment of bottom ash, MSWI[F], waste cement-fibre slab, dismantled, slag compartment;CH;bottom ash, MSWI[F], waste cement-fibre slab, dismantled
4aa8d08e-d1e7-512c-9f6c-1e75d6a02095_70925e35-b2fc-4ea4-921d-a05e962a29d2;treatment of bottom ash, MSWI[F], waste emulsion paint, slag compartment;CH;bottom ash, MSWI[F], waste emulsion paint
e817d218-231c-5e30-abd1-ad41a018bfa7_3a0f3602-2743-5ef4-a350-7a5872a34af3;treatment of bottom ash, MSWI[F], waste expanded polystyrene, slag compartment;CH;bottom ash, MSWI[F], waste expanded polystyrene
1da507d8-3a7e-5406-8ae1-1205cc0fd1cc_3d302afc-9669-51c3-9762-8f8f2a3aa58c;treatment of bottom ash, MSWI[F], waste glass, slag compartment;CH;bottom ash, MSWI[F], waste glass
65d47759-0762-5deb-94cd-ba89b4091085_39dcc353-fd30-59b6-b886-ce57df77754b;treatment of bottom ash, MSWI[F], waste graphical paper, slag compartment;CH;bottom ash, MSWI[F], waste graphical paper
639dbd2d-70e4-5290-bd47-452a7049f735_008275c2-0c44-56d8-8373-bd86848dcaeb;treatment of bottom ash, MSWI[F], waste newspaper, slag compartment;CH;bottom ash, MSWI[F], waste newspaper
181e4a0a-18bc-5c1a-b323-390f5d28549d_9c344f15-f3b9-5025-ae72-60703d374f36;treatment of bottom ash, MSWI[F], waste packaging paper, slag compartment;CH;bottom ash, MSWI[F], waste packaging paper
24df615b-0aa8-5944-8417-02e5a40d4a20_208045f3-9b0d-4971-a5c5-e3b87a217e2e;treatment of bottom ash, MSWI[F], waste paint, slag compartment;CH;bottom ash, MSWI[F], waste paint
37e89f63-d24f-5d5f-9060-e0508dcf7283_40e57bcb-cd2d-5032-a5af-246db085ba12;treatment of bottom ash, MSWI[F], waste paperboard, slag compartment;CH;bottom ash, MSWI[F], waste paperboard
1a5c6898-4c62-5fa9-acff-83bf6d4a779c_2a6eafba-5dec-4f70-b53d-07b4f9dfb576;treatment of bottom ash, MSWI[F], waste plastic, consumer electronics, slag compartment;CH;bottom ash, MSWI[F], waste plastic, consumer electronics
bc3d0de1-a060-5a61-9418-3f8570db2df3_2b54be7f-576d-422e-81d8-c4520fe3561f;treatment of bottom ash, MSWI[F], waste plastic, industrial electronics, slag compartment;CH;bottom ash, MSWI[F], waste plastic, industrial electronics
1e1d1aba-067c-55c3-a9f1-619c6f2bd989_211432bd-837d-51d2-b012-fae5009f9429;treatment of bottom ash, MSWI[F], waste plastic, mixture, slag compartment;CH;bottom ash, MSWI[F], waste plastic, mixture
62b98549-f3ec-5806-b88d-29ace9e22b73_064c2d48-4535-5c70-b1d1-9f5022827f43;treatment of bottom ash, MSWI[F], waste polyethylene terephthalate, slag compartment;CH;bottom ash, MSWI[F], waste polyethylene terephthalate
2f508449-a828-5940-aa42-d13c05d3989f_6316aa26-a7cf-526d-80a3-8c6212c82a84;treatment of bottom ash, MSWI[F], waste polyethylene, slag compartment;CH;bottom ash, MSWI[F], waste polyethylene
b6b51c17-e82f-51b7-9cf2-471e80c82a95_f59c3401-072d-51cc-8b81-22ed80443116;treatment of bottom ash, MSWI[F], waste polypropylene, slag compartment;CH;bottom ash, MSWI[F], waste polypropylene
4af7077f-5246-5778-ace4-a50e5b7f8f8f_85be3b4d-0c1d-57b4-bef9-79d91952fef1;treatment of bottom ash, MSWI[F], waste polystyrene, slag compartment;CH;bottom ash, MSWI[F], waste polystyrene
1dc45e09-86fc-56cd-9beb-b567921aac42_f27227fa-3994-41cb-bcda-c5a150ba79e4;treatment of bottom ash, MSWI[F], waste polyurethane, slag compartment;CH;bottom ash, MSWI[F], waste polyurethane
792b282b-5c76-581f-a550-19e5ccbe1d1b_7b5a6481-1e39-436d-bfa5-4160d3d604eb;treatment of bottom ash, MSWI[F], waste polyvinylchloride, slag compartment;CH;bottom ash, MSWI[F], waste polyvinylchloride
52562394-af13-5847-8fd2-d42656a79a70_f5285ee2-ab53-49b0-8b22-f359eaadcef7;treatment of bottom ash, MSWI[F], waste polyvinylfluoride, slag compartment;CH;bottom ash, MSWI[F], waste polyvinylfluoride
31b0b8c1-e3a7-50a4-95e8-0909319b006e_10eee5b2-af13-5d34-b788-a7da22cf39ed;treatment of bottom ash, MSWI[F], waste rubber, unspecified, slag compartment;CH;bottom ash, MSWI[F], waste rubber, unspecified
6fd95c7f-1344-57f2-b75e-7c4cd6df6046_f2fbe464-48c0-409b-9795-1bba76ad162c;treatment of bottom ash, MSWI[F], waste sealing sheet, polyethylene, slag compartment;CH;bottom ash, MSWI[F], waste sealing sheet, polyethylene
d6962fec-0780-510a-94d1-b9ad32489ab5_a316cb84-f273-4946-b674-70f6eb89d24d;treatment of bottom ash, MSWI[F], waste sealing sheet, polyvinylchloride, slag compartment;CH;bottom ash, MSWI[F], waste sealing sheet, polyvinylchloride
d2e09e22-f864-5641-b3e5-55fe5f697b56_6d904402-cada-5f2b-951d-e0b9ded6e02a;treatment of bottom ash, MSWI[F], waste textile, soiled, slag compartment;CH;bottom ash, MSWI[F], waste textile, soiled
9d6565eb-cd0f-56e7-a400-dc4646247d61_6797862d-3e85-47b2-8e2a-0528ccb76410;treatment of bottom ash, MSWI[F], waste vapour barrier, flame-retarded, slag compartment;CH;bottom ash, MSWI[F], waste vapour barrier, flame-retarded
b005af40-0804-5801-90b1-f5498f04fd03_5247fad8-85ce-4fbc-953f-2ec59ecde2bd;treatment of bottom ash, MSWI[F], waste wire plastic, slag compartment;CH;bottom ash, MSWI[F], waste wire plastic
2723195a-edef-5dd4-9dbb-4b565a753359_6f00a83d-6d31-44a3-8030-9c505bf84f45;treatment of bottom ash, MSWI[F], waste wood pole, chrome preserved, slag compartment;CH;bottom ash, MSWI[F], waste wood pole, chrome preserved
dc8e484f-945e-5053-9944-13fe0e16c330_9b6f3161-480a-4495-80db-3ce4e10f2f93;treatment of bottom ash, MSWI[F], waste wood, untreated, slag compartment;CH;bottom ash, MSWI[F], waste wood, untreated
40f0680e-0838-5eeb-887d-86bfe39a108a_ef97c0f6-50f8-43a5-9824-a7eb30278b81;treatment of bottom ash, MSWI[F], wood ash mixture, pure, slag compartment;CH;bottom ash, MSWI[F], wood ash mixture, pure
b2deb811-ed03-59db-b44f-6b5870359f4a_4c3d4c67-29da-4dc1-af6b-e3933d4d3fb7;treatment of bottom ash, MSWI[F], zinc in car shredder residue, slag compartment;CH;bottom ash, MSWI[F], zinc in car shredder residue
baab2952-e57d-5cc1-8a9d-366b713da248_d231ffdd-b2ea-43b5-bf4f-90c32e8cf1f1;treatment of bottom ash, MSWI[F]-WWT, WW from CRT production, slag compartment;CH;bottom ash, MSWI[F]-WWT, WW from CRT production
a220f381-9c42-5570-9724-246e32224b0d_7d9fbf75-0c6d-4786-9aad-a065231790d6;treatment of bottom ash, MSWI[F]-WWT, WW from LCD backlight production, slag compartment;CH;bottom ash, MSWI[F]-WWT, WW from LCD backlight production
0a4221f3-7314-56a6-ae8e-b09c39ef344b_65ecbbf5-47f8-49e9-97ec-ab54f36792b0;treatment of bottom ash, MSWI[F]-WWT, WW from LCD production, slag compartment;CH;bottom ash, MSWI[F]-WWT, WW from LCD production
9d040494-2855-56a5-9f5d-8378373f9eb5_3aa32964-a167-48bb-9c16-e823d3762ba6;treatment of bottom ash, MSWI[F]-WWT, WW from PV cell production, slag compartment;CH;bottom ash, MSWI[F]-WWT, WW from PV cell production
b67bf699-0a04-54bd-8376-f54d031423eb_f661cd95-dc54-4dbf-bd33-c24b23433d05;treatment of bottom ash, MSWI[F]-WWT, WW from black chrome coating, slag compartment;CH;bottom ash, MSWI[F]-WWT, WW from black chrome coating
802d62ef-a406-5e69-9647-99b33f65556c_c928ddd4-b01e-4360-aad2-b74116db5a5f;treatment of bottom ash, MSWI[F]-WWT, WW from ceramic production, slag compartment;CH;bottom ash, MSWI[F]-WWT, WW from ceramic production
809ec110-694a-542c-b0ff-ee2496af818f_0a4447b8-c9ac-4e15-8229-c5f17d7cf6c2;treatment of bottom ash, MSWI[F]-WWT, WW from concrete production, slag compartment;CH;bottom ash, MSWI[F]-WWT, WW from concrete production
6b75782a-37e4-55a1-954d-8d5838ae6329_f95792f8-5be8-484c-9266-e01b5e0a6ca7;treatment of bottom ash, MSWI[F]-WWT, WW from glass production, slag compartment;CH;bottom ash, MSWI[F]-WWT, WW from glass production
3274c9c2-2f6b-5c81-b5f3-062fbc6033f5_5e024b8e-90d3-474b-b5e3-e901296bf48d;treatment of bottom ash, MSWI[F]-WWT, WW from grass refinery, slag compartment;CH;bottom ash, MSWI[F]-WWT, WW from grass refinery
7c8e735f-d176-5263-b375-3d379ce92616_8a92ef62-158f-464a-82f4-114523386ffd;treatment of bottom ash, MSWI[F]-WWT, WW from liquid crystal production, slag compartment;CH;bottom ash, MSWI[F]-WWT, WW from liquid crystal production
10696433-5701-5b1f-b02b-a1bb16d42315_41ce4a09-214f-441e-9aab-657d43db6ad3;treatment of bottom ash, MSWI[F]-WWT, WW from maize starch production, slag compartment;CH;bottom ash, MSWI[F]-WWT, WW from maize starch production
b198a489-0851-57e6-ab45-bb13b1aceef2_395b4bdf-35b9-4c4e-ad16-8f11032b9d5d;treatment of bottom ash, MSWI[F]-WWT, WW from pig iron production, slag compartment;CH;bottom ash, MSWI[F]-WWT, WW from pig iron production
4dcef9cc-4a44-53a8-a04e-e6f00bc2eb41_ba8e0555-7034-4561-8980-664dc317194d;treatment of bottom ash, MSWI[F]-WWT, WW from plywood production, slag compartment;CH;bottom ash, MSWI[F]-WWT, WW from plywood production
fa05128f-a90e-5445-bf69-a3f1a7136f7b_62c9d77c-7a38-40c1-b1ed-4fc30853872d;treatment of bottom ash, MSWI[F]-WWT, WW from potato starch production, slag compartment;CH;bottom ash, MSWI[F]-WWT, WW from potato starch production
3e52665b-d41e-51e7-903e-88e83707b0a2_a0b88dca-7221-496b-9246-2c3d5a9a0207;treatment of bottom ash, MSWI[F]-WWT, WW from soft fibreboard production, slag compartment;CH;bottom ash, MSWI[F]-WWT, WW from soft fibreboard production
b91040c3-8346-538d-9651-a763d1f5948d_e7d2b1b9-f4e7-4b77-b778-ada34b4c9640;treatment of bottom ash, MSWI[F]-WWT, WW from tube collector production, slag compartment;CH;bottom ash, MSWI[F]-WWT, WW from tube collector production
b4ea2434-6d18-5473-9fb9-6573df180eeb_1a169132-d3fb-40a7-83e9-03c77a383acd;treatment of bottom ash, MSWI[F]-WWT, WW from wafer fabrication, slag compartment;CH;bottom ash, MSWI[F]-WWT, WW from wafer fabrication
48bfee84-8f9a-5b69-9fab-6a8974f76d51_8e89c8b7-9fe9-4f10-9e03-8f8001656c0c;treatment of bottom ash, MSWI[F]-WWT, WW, average, slag compartment;CH;bottom ash, MSWI[F]-WWT, WW, average
