clustered,ecoinvent_prod,manual_match_certainty,hard no
gate seals,"bitumen seal, Alu80",medium,
gauges,"compressed air, 1200 kPa gauge",no,
gauges,"compressed air, 700 kPa gauge",no,
gauges,"compressed air, 800 kPa gauge",no,
gauges,"compressed air, 1000 kPa gauge",no,
gauges,"compressed air, 600 kPa gauge",no,
"gazebos, custom","used window frame, wood",no,
gear,nylon 6,no,
gear,bicycle,no,
gear,"maintenance, bicycle",no,
gear,nylon 6-6,no,
gear,used bicycle,no,
gear box lubricant,lubricating oil,high,
gear box lubricant,"brake wear emissions, lorry",no,
gear drive shafts,used motor scooter,no,
gear drive shafts,"used powertrain, electric scooter",no,
gear drive shafts,"maintenance, motor scooter",no,
gear drive shafts,"electronic component machinery, unspecified",no,
gear drive shafts,"electric motor, for electric scooter",no,
gear oil,lubricating oil,high,
gear oil,petroleum,no,
gear oil,"palm oil, crude",no,
gear oil,"coconut oil, crude",no,
gear oil,"cottonseed oil, crude",no,
gear parts for motor vehicles,"electric motor, vehicle",no,
gear parts for motor vehicles,road vehicle factory,no,
gear parts for motor vehicles,"maintenance, motor scooter",no,
gear parts for motor vehicles,"electronic component machinery, unspecified",no,
gear parts for motor vehicles,"chassis, internet access equipment",no,
gear plates,"maintenance, bicycle",no,
gear pumps,pump station,no,
gear pumps,hydraulic digger,no,
gear pumps,marine engine,no,
gear wheels,bicycle,no,
gear wheels,used bicycle,no,
gear wheels,"maintenance, bicycle",no,
gear wheels,electric bicycle,no,
gear wheels,used motor scooter,no,
gearbox,diesel,no,
gearbox,"industrial machine, heavy, unspecified",no,
gearbox,bicycle,no,
gearbox,"metal working machine, unspecified",no,
gearbox,"maintenance, bicycle",no,
gearboxes for vehicles,"transport, passenger car, medium size, diesel, EURO 4",no,
gearboxes for vehicles,"transport, passenger car, medium size, diesel, EURO 5",no,
gearboxes for vehicles,"transport, passenger car, medium size, diesel, EURO 3",no,
gearboxes for vehicles,"powertrain, for electric scooter",no,
gearboxes for vehicles,"transport, passenger car, small size, diesel, EURO 5",no,
gel batteries,"battery, NaCl",no,
gel batteries,"battery cell, Li-ion, NCA",no,
gel batteries,"battery, Li-ion, NCA, rechargeable, prismatic",no,
gel batteries,"battery, NiMH, rechargeable, prismatic",high,
gel batteries,"battery cell, Li-ion, LFP",no,
gel fragrances,soap,medium,
gel fragrances,butyl acrylate,no,
gelatin for pharmaceutical use,acrylonitrile,no,
gelatine,acrylonitrile,no,
gelatine,pineapple,no,
gelatine,aubergine,no,
gelatine,"acetone, liquid",no,
gelatine,zucchini,no,
gelatins,pineapple,no,
gelatins,acrylonitrile,no,
gelatins,zucchini,no,
gelatins,sugar beet pulp,no,
gelatins,aubergine,no,
gelcoat,"powder coat, steel",no,
gelcoat,"flat glass, uncoated",no,
gelcoat,"paper, woodfree, uncoated",no,
gelcoat,"zinc coat, pieces",no,
gelcoat,"particleboard, uncoated",no,
gelling agent,foaming agent,no,
gelling agent,butyl acrylate,no,
gelling agent,"fluorescent whitening agent, distyrylbiphenyl type",no,
gelling agent,activated bentonite,no,
gelling agent,titanium sponge,no,
gem salt,salt,medium,
gem salt,potash salt,no,
gem salt,sodium,no,
gem salt,"sodium chlorate, powder",no,
gem salt,"sodium chloride, powder",no,
gemstones,stone meal,no,
gemstones,lime mortar,no,
gemstones,stone wool,no,
gemstones,"natural stone plate, polished",no,
gemstones,"laterite, mineral",no,
generator,"generator, 200kW electrical",high,
generator,"machine operation, diesel, < 18.64 kW, generators",no,
generator,"generator, mini CHP plant",high,
generator,"assembly of generator and motor, auxilliaries and energy use, heat and power co-generation unit, 160kW electrical",no,
generator,"machine operation, diesel, >= 74.57 kW, generators",no,
generator spare part,"generator, 200kW electrical",no,
generator spare part,"generator, mini CHP plant",no,
generator spare part,"assembly of generator and motor, auxilliaries and energy use, heat and power co-generation unit, 160kW electrical",no,
generator spare part,"assembly of generator and motor, auxilliaries and energy use, for mini CHP plant",no,
generator spare part,"machine operation, diesel, < 18.64 kW, generators",no,
generators for combined heat,"heat and power co-generation unit, 6400kW thermal, common components for heat+electricity",medium,
generators for combined heat,"heat and power co-generation unit, 200kW electrical, common components for heat+electricity",medium,
generators for combined heat,"heat and power co-generation unit, 200kW electrical, components for heat only",medium,
generators for combined heat,"heat and power co-generation unit, 50kW electrical, common components for heat+electricity",medium,
generators for combined heat,"heat and power co-generation unit, 1MW electrical, common components for heat+electricity",medium,
generators for power plants (chp),"generator, mini CHP plant",high,
generators for power plants (chp),"assembly of generator and motor, auxilliaries and energy use, for mini CHP plant",no,
generators for power plants (chp),"mini CHP plant, components for electricity only",no,
generators for power plants (chp),"mini CHP plant, common components for heat+electricity",no,
generators for power plants (chp),"planning, cogen unit mini CHP plant",no,
gentian,millet,no,
gentian,coriander,no,
genuine branded glasses,packaging glass factory,no,
genuine branded glasses,flat glass factory,no,
genuine branded glasses,"packaging glass, white",no,
genuine branded glasses,"packaging glass, green",no,
genuine branded glasses,foam glass factory,no,
geraniums,coriander,no,
geraniums,tilapia,no,
german beer,benzyl alcohol,no,
german beer,fatty alcohol,no,
german beer,benzaldehyde,no,
german beer,diesel,no,
german beer,ethanol fermentation plant,no,
german cars,"passenger car, diesel",high,
german cars,"transport, passenger car, large size, diesel, EURO 5",no,
german cars,"transport, passenger car, large size, diesel, EURO 3",no,
german cars,"transport, passenger car, large size, diesel, EURO 4",no,
german cars,"transport, passenger car, small size, diesel, EURO 3",no,
german cosmetics,benzaldehyde,no,
german cosmetics,"bleaching, textile",no,
german cosmetics,"textile, silk",no,
german cosmetics,benzene,no,
german pumps,pump station,no,
german pumps,"water pump operation, diesel",no,
german pumps,"water pump operation, electric",no,
german pumps,"pump, 40W",medium,
german pumps,"water pump, 22kW",medium,
germany cars,"transport, passenger car, large size, diesel, EURO 5",no,
germany cars,"passenger car, diesel",high,
germany cars,"transport, passenger car, large size, diesel, EURO 4",no,
germany cars,"transport, passenger car, large size, diesel, EURO 3",no,
germany cars,"transport, passenger car, small size, diesel, EURO 3",no,
gfk mobile telephone masts,used smartphone,no,
gherkins,glycine,no,
gherkins,glycerine,no,
gherkins,zucchini,no,
gherkins,glyoxal,no,
gherkins,glyphosate,no,
gianduiotti,aniline,no,
gianduiotti,imidazole,no,
gianduiotti,zircon,no,
gianduiotti,ferronickel,no,
giant balloons,helium,no,
giant balloons,"helium, crude",no,
giant freshwater prawns,"small pelagic fish, fresh",no,
giant freshwater prawns,"fish canning, large fish",no,
giant freshwater prawns,marine fish,no,
giant freshwater prawns,"fish curing, small fish",no,
giant freshwater prawns,"fish canning, small fish",no,
gib head keys,keyboard,no,
giblets,chickpea,no,
giblets,pineapple,no,
gift items in gold,"gold, unrefined",no,
gift items in gold,gold,no,
gift items in gold,"gold-silver, ingot",no,
gift items in gold,silver,no,
gift paintings,"cement, ART",no,
gift paintings,waste paint,no,
gift photo tiles,ceramic tile,no,
gift photo tiles,roof tile,no,
gift wrapping paper,waste packaging paper,medium,
gift wrapping paper,kraft paper,no,
gift wrapping paper,printed paper,no,
gift wrapping paper,paper machine,no,
gift wrapping paper,paper sack,no,
gift-wrap,kraft paper,no,
gift-wrap,paper sack,no,
gift-wrap,"stone wool, packed",no,
giftsets,millet,no,
giftsets,harvester,no,
giftsets,palm fruit bunch,no,
giftsets,goods wagon,no,
gilding metals,"mine infrastructure, gold-silver-zinc-lead-copper",no,
gilding metals,"mine infrastructure, gold and silver",no,
gilding metals,"gold, unrefined",medium,
gilding metals,"silver, unrefined",no,
gilding metals,precious metal refinery,no,
gilthead breams,lentil,no,
gilthead breams,pendimethalin,no,
gin,mint,no,
gin,grape,no,
gin,enamelling,no,
gin,seed-cotton,no,
gin,cottonseed,no,
ginger,cabbage red,no,
ginger,red kidney bean,no,
ginger,melon,no,
ginger,strawberry,no,
ginger,piperidine,no,
ginger root,red kidney bean,no,
ginger root,piperidine,no,
ginger root,nickel sulfate,no,
ginger root,cabbage red,no,
ginger root,strawberry,no,
gingerbread,cocoa bean,no,
gingerbread,"sugar, from sugar beet",no,
gingerbread,mint,no,
gingerbread,pineapple,no,
gingerbread,aubergine,no,
ginkgo biloba,paclobutrazol,no,
ginkgo biloba,pineapple,no,
ginkgo biloba,barite,no,
ginkgo biloba,mancozeb,no,
ginkgo biloba,daminozide,no,
ginseng drink,soybean beverage,no,
ginseng drink,mint,no,
ginseng drink,tap water,no,
ginseng drink,beverage carton converting,no,
ginseng drink,grape,no,
ginseng extract,sodium cumenesulphonate,no,
ginseng extract,"mint seedling, for planting",no,
ginseng extract,mint,no,
ginseng extract,seed-cotton,no,
girders - ferrous metal,"ferrous metal, in mixed metal scrap",medium,
girders - ferrous metal,"mine infrastructure, open cast, non-ferrous metal",no,
girders - ferrous metal,"steel, chromium steel 18/8",no,
girders - ferrous metal,scrap steel,no,
girders - ferrous metal,iron-nickel-chromium alloy,no,
girdles,skidder,no,
girdles,chickpea,no,
girdles,orbencarb,no,
girdles,ferronickel,no,
girdles,sulfite,no,
girolle mushrooms,zucchini,no,
girolle mushrooms,prosulfocarb,no,
girolle mushrooms,paclobutrazol,no,
girolle mushrooms,pyrazole,no,
girolle mushrooms,imidazole,no,
glamour glaze sparkled gel,sanitary ceramics,no,
glamour glaze sparkled gel,ceramic tile,no,
glamour glaze sparkled gel,"flat glass, uncoated",no,
glass ampules,foam glass,no,
glass ampules,waste glass,no,
glass ampules,glass fibre,no,
glass ampules,"glass, for liquid crystal display",no,
glass ampules,"glass tube, borosilicate",medium,
glass antibiotic bottle,"glass tube, borosilicate",medium,
glass antibiotic bottle,"glass, for liquid crystal display",no,
glass antibiotic bottle,foam glass,no,
glass antibiotic bottle,"packaging glass, green",medium,
glass antibiotic bottle,"packaging glass, white",medium,
glass articles for liquids,"glass, for liquid crystal display",no,
glass articles for liquids,foam glass,no,
glass articles for liquids,glass fibre,no,
glass articles for liquids,wastewater from glass production,no,
glass articles for liquids,waste glass,no,
glass ball,foam glass,no,
glass ball,"glass, for liquid crystal display",no,
glass ball,waste glass,no,
glass ball,glass fibre,no,
glass ball,foam glass factory,no,
glass beads,foam glass,no,
glass beads,glass fibre,no,
glass beads,waste glass,no,
glass beads,"polymethyl methacrylate, beads",no,
glass beads,foam glass factory,no,
glass beakers,foam glass,no,
glass beakers,"glass, for liquid crystal display",no,
glass beakers,waste glass,no,
glass beakers,"glass tube, borosilicate",no,
glass beakers,"flat glass, coated",no,
glass bell covers for laboratories,"glass, for liquid crystal display",no,
glass bell covers for laboratories,packaging glass factory,no,
glass bell covers for laboratories,glass tube factory,no,
glass bell covers for laboratories,foam glass factory,no,
glass bell covers for laboratories,flat glass factory,no,
glass block,foam glass,no,
glass block,"flat glass, coated",medium,
glass block,waste glass,no,
glass block,"glass, for liquid crystal display",no,
glass block,glass fibre,no,
minibus,"transport, trolleybus",no,
minibus,bus,high,
minimalist jewellery,"steel, low-alloyed",no,
minimalist jewellery,titanium,no,
mirror magnets,magnetite,no,
mirrors,waste glass,no,
"mirrors, decorative",waste glass,no,
mix for special bread,wheat flour mix,no,
mix for special bread,maize flour,no,
mix for special bread,wheat flour,no,
mixed fabrics,"textile, woven cotton",medium,
mixed fabrics,"textile, nonwoven polyester",medium,
mixed fabrics,"textile, silk",medium,
mixed fabrics,"textile, knit cotton",medium,
mixed fruit,strawberry,medium,
mixed fruit,pear,medium,
mixed fruit,pineapple,medium,
mixed fruit,mango,medium,
mixed juices,strawberry,no,
mixed-fuel stoves,"coal stove, 5-15kW",medium,
mixed-fuel stoves,cookstove,no,
mixer taps,tap water,no,
mixers for waste composting plants,"biowaste, kitchen and garden waste",no,
mixing plant,concrete mixing factory,medium,
mixing plants for special waste,concrete mixing factory,no,
mobile concrete plants,lean concrete,no,
mobile concrete plants,"concrete, 25-30MPa",no,
mobile concrete plants,waste concrete,no,
mobile concrete plants,"concrete, medium strength",no,
mobile laser welding devices,"laser machining, metal, with YAG-laser, 120W power",medium,
mobile laser welding devices,"laser machining, metal, with YAG-laser, 50W power",medium,
mobile laser welding devices,"laser machining, metal, with YAG-laser, 30W power",medium,
mobile phone,used smartphone,medium,
mobile phone,"consumer electronics, mobile device, smartphone",high,
mobile phone chargers,"power adapter, for smartphone",high,
mobile phone earphones,"electronic component, passive, mobile, earpiece and speaker",medium,
mobile waste containers,"container, for collection of post-consumer waste plastic for recycling",medium,
mobility scooters,"transport, passenger, motor scooter",medium,
mobility scooters,"transport, passenger, electric scooter",medium,
modern fireplaces,charcoal,no,
modern fireplaces,hard coal ash,no,
modified aluminium oxides,"aluminium oxide, non-metallurgical",medium,
modified aluminium oxides,"aluminium oxide, metallurgical",medium,
modified starch,potato starch,medium,
modified starch,maize starch,medium,
modular silos,"tower silo, plastic",medium,
moisture barrier foil,"aluminium collector foil, for Li-ion battery",no,
molybdenum,molybdenum,high,
molybdenum,molybdenite,no,
molybdenum oxide,molybdenum trioxide,high,
"monitors, computer","computer, laptop",no,
monobloc aluminium packaging,"refractory, high aluminium oxide, packed",no,
moped engines,"motor scooter, 50 cubic cm engine",no,
mopeds,used motor scooter,medium,
moroccan style tiles,ceramic tile,medium,
moroccan style tiles,cement tile,no,
mortar raw materials,cement mortar,medium,
mortar raw materials,lime mortar,medium,
mortars,light mortar,medium,
mortars for construction work,cement mortar,medium,
mortars for construction work,lime mortar,medium,
mosaic tiles,ceramic tile,medium,
mosaic tiles,cement tile,no,
motor,"electric motor, vehicle",medium,
motor,"gas motor, 206kW",medium,
motor oil,lubricating oil,no,
motor oil,petroleum,no,
motor oil,base oil,medium,
motor pump connection units,"water pump operation, electric",no,
motor pumps,"water pump operation, electric",no,
motor vehicle engines,"electric motor, vehicle",medium,
motor vehicle engines,"electric motor, electric passenger car",medium,
motor vehicle tyres,used tyre,medium,
motor vehicles,light commercial vehicle,medium,
motor vehicles fitted out for transporting animals,"transport, freight, light commercial vehicle",medium,
motorcycle,used motor scooter,medium,
motorcycle clothing,nylon 6,no,
motorcycle trailers,agricultural trailer,no,
motorcycle trousers,nylon 6,no,
motorcycle trousers,nylon 6-6,no,
motorcycle tyres,used tyre,medium,
motorised barges with onboard crew,barge tanker,no,
motorised barges with onboard crew,barge,no,
moulded aluminium multi-alloy bronze parts,"aluminium, cast alloy",no,
moulded hoses,synthetic rubber,no,
moulded polyurethane foam parts,"polyurethane, rigid foam",medium,
moulded polyurethane foam parts,"polyurethane, flexible foam",medium,
moulded rubber parts,synthetic rubber,medium,
moulded seals,"seal, natural rubber based",medium,
moulding sand,sand,medium,
mouldings made out of plaster,clay plaster,no,
mouldings made out of plaster,cement plaster,no,
mouldings made out of plaster,base plaster,no,
mouldings made out of plaster,"cover plaster, organic",no,
mouldings made out of plaster,"cover plaster, mineral",no,
mountain bikes,bicycle,no,
mountain tractors,"tractor, 4-wheel, agricultural",high,
mountain tractors,"transport, tractor and trailer, agricultural",high,
mounted pumps,"water pump, 22kW",medium,
movable conveyors,conveyor belt,medium,
movable trailers,"fodder loading, by self-loading trailer",no,
moving boxes,corrugated board box,medium,
mowing machines for gardening,"mowing, by rotary mower",high,
mowing machines for gardening,"mowing, by motor mower",high,
mozzarella,"cheese, from cow milk, fresh, unripened",medium,
mozzarellas,"cheese, from cow milk, fresh, unripened",medium,
multi-cyclone collectors,"dust collector, multicyclone",high,
multi-material adhesion,"adhesive, for metal",no,
multi-material adhesion,polyurethane adhesive,no,
multi-purpose plastic baskets,"plastic granulate, unspecified, recycled",no,
multigrain bread,wheat flour,no,
multilayer (printed circuit boards),"printed wiring board, for through-hole mounting, Pb containing surface",medium,
multilayer (printed circuit boards),"printed wiring board, for through-hole mounting, Pb free surface",medium,
multilayer (printed circuit boards),"printed wiring board, for surface mounting, Pb containing surface",medium,
multilayer film,"polyvinylfluoride, film",no,
multilayered pipes,"polyethylene pipe, corrugated, DN 75",no,
multivac hoovers,vacuum cleaner,high,
muscat sparkling wine,grape,no,
mustard,mustard,high,
mutton sheep,"sheep for slaughtering, live weight",high,
n-rich organic fertilizer,"organic nitrogen fertiliser, as N",high,
n-rich organic fertilizer,"organo-mineral nitrogen fertiliser, as N",high,
naked oats,oat grain,high,
napkins,tissue paper,medium,
national wood,"sawnwood, hardwood, raw",medium,
natural animal nutrition,"mineral supplement, for beef cattle",no,
natural dye,"batch dyeing, fibre, cotton",medium,
natural fertilizers,"organo-mineral nitrogen fertiliser, as N",medium,
natural fertilizers,"organic nitrogen fertiliser, as N",medium,
natural fertilizers,"organic potassium fertiliser, as K2O",medium,
natural fibre ropes,"fibre, cotton",no,
natural flour,wheat flour,medium,
natural flour,maize flour,medium,
natural gas,"natural gas, vented",high,
natural mineral water,tap water,high,
natural oil processor,"vegetable oil, refined",no,
natural resins,phenolic resin,no,
natural salts from the dead sea,salt,high,
natural sea salt of guérande,salt,high,
natural sparkling wines,grape,no,
natural stone tiles,ceramic tile,no,
natural straw,"straw, organic",high,
natural vanilla flavouring,vanilla,medium,
natural vegan food,"soybean, organic",medium,
natural veneer,"sawlog and veneer log, meranti, debarked, measured as solid wood",no,
natural waters,"water, harvested from rainwater",medium,
natural yarn,"yarn, cotton",medium,
natural yarn,"yarn, silk",medium,
natural yarn,"yarn, jute",medium,
natural yeasts,fodder yeast,medium,
natural yoghurt,"yogurt, from cow milk",high,
naturally leavened bread,wheat flour,no,
ndfeb magnets,magnetite,no,
needle-punched non-wovens,"textile, nonwoven polyester",no,
neodymium magnets,magnetite,no,
neodymium-iron-bore magnet (ndfeb magnet),magnetite,no,
netless gas balloons,helium,medium,
new cars,"passenger car, diesel",medium,
new motorcycles,used motor scooter,no,
new potatoes,potato,high,
newspaper,waste newspaper,medium,
newspaper,"paper, newsprint",high,
ni-mh rechargeable batteries/cells,"battery, NiMH, rechargeable, prismatic",high,
nibbed almonds,almond,high,
nickel,"nickel, class 1",high,
nickel alloy,iron-nickel-chromium alloy,no,
nickel bands,nickel-rich materials,no,
nickel foils,nickel-rich materials,no,
nickel pipes,nickel-rich materials,no,
nickel pipes,"nickel, class 1",no,
nickel rings,"nickel, class 1",no,
nickel super alloys,nickel-rich materials,no,
nickel super alloys,"nickel, class 1",no,
nickel tubes for annealing,nickel-rich materials,no,
nitriding steel,"steel, low-alloyed",medium,
nitriding steel,"steel, chromium steel 18/8",no,
nitrile examination gloves,nitrile-compound,no,
nitrile gloves,nitrile-compound,no,
nitrile protective aprons for food contact,nitrile-compound,no,
nitrile protective gloves,nitrile-compound,no,
nitrile rubber hoses,nitrile-compound,no,
nitrile rubber hoses,synthetic rubber,no,
nitrous oxide,nitrous oxide,high,
nitrous oxide tank,nitrous oxide,no,
no-cheese filled peppers,bell pepper,medium,
non woven gift bags,"textile, nonwoven polyester",no,
non-alcoholic fruit syrups,strawberry,no,
non-alcoholic wines,grape,no,
non-slip pallet separators,EUR-flat pallet,no,
non-woven dust sheets,"textile, nonwoven polyester",no,
non-woven fabric,"textile, nonwoven polyester",no,
non-woven filter materials,"textile, nonwoven polyester",medium,
non-woven filter materials,"textile, nonwoven polypropylene",medium,
nonwoven fabric in 100% polyester fibre,"textile, nonwoven polyester",high,
nonwoven fabric in 100% polyester fibre,"fibre, polyester",high,
nonwovens,"textile, nonwoven polyester",medium,
nourishing cream with honey,"cream, from cow milk",medium,
nuclear fuel,spent nuclear fuel,medium,
waste disposal plants,"inert waste, for final disposal",no,
waste disposal plants,waste preparation facility,no,
waste disposal plants,sanitary landfill facility,medium,
waste disposal plants,"biowaste, kitchen and garden waste",no,
waste disposal plants,municipal solid waste,no,
waste disposal tank,"inert waste, for final disposal",no,
waste disposal tank,waste preparation facility,no,
waste disposal tank,sanitary landfill facility,no,
waste disposal tank,"waste plastic plaster, for final disposal",no,
waste disposal tank,hazardous waste incineration facility,no,
waste paper,"waste paper, unsorted",high,
waste paper,waste paperboard,medium,
waste paper,waste packaging paper,medium,
waste paper,"waste paper, sorted",high,
waste paper,"graphic paper, 100% recycled",no,
watches,television,no,
water,heavy water,medium,
water,tap water,medium,
water,"water, deionised",medium,
water,"water, ultrapure",medium,
water,"water, completely softened",medium,
water buckets,water storage,medium,
water buckets,tap water,no,
water buckets,heavy water,no,
water buckets,"lime, hydraulic",no,
water buckets,"water, deionised",no,
water guns,heavy water,no,
water guns,tap water,no,
water guns,water storage,no,
water guns,"water, decarbonised",no,
water guns,"lime, hydraulic",no,
water hoses,tap water,no,
water hoses,water storage,no,
water hoses,irrigation,no,
water hoses,heavy water,no,
water hoses,"lime, hydraulic",no,
water jet cut-outs,"water discharge from petroleum extraction, offshore",no,
water jet cut-outs,"water discharge from petroleum/natural gas extraction, onshore",no,
water pistols,heavy water,no,
water pistols,tap water,no,
water pistols,water storage,no,
water pistols,"silencer, steel, DN 315, 50 mm",no,
water plants,"water, harvested from rainwater",no,
water repellants for limestone,"limestone, unprocessed",no,
water repellants for limestone,limestone residue,no,
water repellants for limestone,"limestone, crushed, for mill",no,
water repellants for limestone,"limestone, crushed, washed",no,
water repellants for limestone,"recultivation, limestone mine",no,
water repellants for marble,"waste cement, hydrated",no,
watermelon,melon,high,
watermelon,strawberry,no,
watermelon,pineapple,no,
watermelon,pear,no,
watermelon,peach,no,
watermelon taste beads,strawberry,no,
watermelon taste beads,melon,no,
watermelon taste beads,"polymethyl methacrylate, beads",no,
watermelon taste beads,"molasses, from sugar beet",no,
watermelon taste beads,"sugar, from sugar beet",no,
waterpipe tobacco cutter,"pipeline, liquid manure",no,
waterpipe tobacco cutter,"propylene, pipeline system",no,
waterpipe tobacco cutter,"weed control, by brush cutter, pasture",no,
waterpipe tobacco cutter,"drawing of pipe, steel",no,
waterproof cable gland,"cable, unspecified",medium,
waterproof cable gland,waste wire plastic,no,
waterproof tarpaulins for trucks,coal tar,no,
waterproof tarpaulins for trucks,waste asphalt,no,
waterproof tarpaulins for trucks,mastic asphalt,no,
wavelength meters,ultraviolet lamp,no,
wax,stone wool,no,
wc,bronze,no,
wc containers,container ship,no,
wc containers,"maintenance, container ship",no,
wc containers,"operation, intermodal shipping container",no,
wc containers,"used reefer, intermodal shipping container, 40-foot, high-cube",no,
wc containers,"maintenance, reefer, intermodal shipping container, 40-foot, high-cube",no,
"weather boots, wet","water, deionised",no,
"weather boots, wet",mastic asphalt,no,
"weather boots, wet","stone wool, packed",no,
weathering test devices,"titanium zinc plate, without pre-weathering",no,
weatherproof clothing,"fleece, polyethylene",no,
weatherproof clothing,"textile, woven cotton",no,
weatherproof clothing,"textile, nonwoven polyester",no,
weatherproof clothing,wood wool,no,
weatherproof clothing,nylon 6,no,
weck glass jars for canned food,used beverage cans,no,
weck glass jars for canned food,packaging glass factory,no,
weck glass jars for canned food,"waste packaging glass, unsorted",medium,
weck glass jars for canned food,packaging glass sorting facility,no,
weck glass jars for canned food,waste glass,no,
welded brass tubes,"casting, brass",no,
welded brass tubes,brass,no,
welded brass tubes,"welding, arc, aluminium",no,
welded brass tubes,"brass removed by drilling, conventional",no,
welded brass tubes,"welding, arc, steel",no,
wet salted cod,salt,no,
wet salted cod,fish residues,no,
wet salted cod,sodium perchlorate,no,
wet salted cod,potash salt,no,
wet salted cod,"landed tuna, frozen, EPO",no,
wet salted cow hides,"mineral supplement, for beef cattle",no,
wet salted cow hides,"manure, liquid, cattle",no,
wet salted cow hides,cow milk,no,
wet salted cow hides,salt tailing from potash mine,no,
wet salted cow hides,sheep fleece in the grease,no,
wet vacuum cleaners,vacuum cleaner,medium,
wet vacuum cleaners,"dried roughage store, air dried, solar",no,
wet vacuum cleaners,"operation, dried roughage store, air dried, solar",no,
wet vacuum cleaners,dryer,no,
wet vacuum cleaners,"wood preservation, spray tunnel/deluging, water-based, indoor use, occasionally wet",no,
wetsuits,"fleece, polyethylene",no,
wetsuits,dryer,no,
wetsuits,"water, ultrapure",no,
wheat,wheat grain,medium,
wheat,"wheat grain, feed",medium,
wheat,wheat bran,medium,
wheat,wheat flour,medium,
wheat,"wheat grain, organic",medium,
wheat bread,wheat grain,no,
wheat bread,wheat flour,no,
wheat bread,"wheat grain, feed",no,
wheat bread,wheat bran,no,
wheat bread,rye grain,no,
wheat grains,wheat grain,high,
wheat grains,"wheat grain, feed",medium,
wheat grains,barley grain,no,
wheat grains,"wheat grain, organic",high,
wheat grains,"wheat grain, feed, organic",medium,
wheat hay,hay,high,
wheat hay,wheat grain,no,
wheat hay,wheat bran,no,
wheat hay,"wheat grain, feed",no,
wheat hay,"wheat grain, organic",no,
wheat straw,straw,high,
wheat straw,"straw, organic",high,
wheat straw,wheat bran,no,
wheat straw,wheat grain,no,
wheat straw,wheat flour,no,
wheel,bicycle,no,
wheel,used bicycle,no,
wheel,used tyre,no,
wheel,"tractor, 4-wheel, agricultural",no,
wheel,"maintenance, bicycle",no,
wheelchair lifts,"skidding, skidder",no,
wheelchair lifts,"transport, passenger, motor scooter",no,
wheelchair restraint belts,conveyor belt,no,
wheelchairs,"transport, passenger, motor scooter",no,
wheelchairs,"transport, passenger, electric scooter",no,
wheelchairs,"transport, passenger, bicycle",no,
wheelchairs,"skidding, skidder",no,
wheelchairs,"used glider, electric scooter",no,
wheelchairs for the disabled,"transport, passenger, motor scooter",no,
whipped cream,"cream, from cow milk",high,
whipped cream,"butter, from cow milk",no,
whipped cream,vanilla,no,
whipped cream,dairy,medium,
whipped cream,milking,no,
whirlpool baths,washing machine,no,
whiskey,coke,no,
whiskey,bark,no,
whiskey,green liquor dregs,no,
whiskey,fatty alcohol,no,
whiskey,piperidine,no,
whisky,coke,no,
whisky,bark,no,
whisky,piperidine,no,
whisky,green liquor dregs,no,
whisky,charcoal,no,
white basmati rice,"rice, basmati",high,
white basmati rice,"rice, non-basmati",no,
white basmati rice,cabbage white,no,
white basmati rice,wheat grain,no,
white basmati rice,"rice seed, for sowing",no,
white cement,"cement, unspecified",medium,
white cement,"cement, type S",medium,
white cement,"cement, type IS",medium,
white cement,"cement, CEM II/B-L",medium,
white cement,"cement, Portland Slag",medium,
white dessert grapes,grape,high,
white dessert grapes,strawberry,no,
white dessert grapes,pear,no,
white dessert grapes,"vinasse, from fermentation of sugar beet molasses",no,
white dessert grapes,"molasses, from sugar beet",no,
white garlic,cabbage white,no,
white garlic,onion,no,
white garlic,coriander,no,
white garlic,olive,no,
white garlic,metolachlor,no,
white ice-cream machines,"metal working machine, unspecified",no,
white ice-cream machines,"industrial machine, heavy, unspecified",no,
white ice-cream machines,paper machine,no,
white ice-cream machines,"cream, from cow milk",no,
white ice-cream machines,dairy,no,
white malleable cast iron,cast iron,no,
white malleable cast iron,"cast iron removed by milling, dressing",no,
white malleable cast iron,"cast iron removed by milling, large parts",no,
white malleable cast iron,"cast iron removed by milling, small parts",no,
white malleable cast iron,"cast iron removed by turning, primarily roughing, conventional",no,
white sugar,"sugar, from sugarcane",high,
white sugar,"sugar, from sugar beet",high,
white sugar,glucose,no,
white sugar,sugar beet,no,
white sugar,"molasses, from sugar beet",no,
white tea,"tea, dried",high,
white tea,cabbage white,no,
white tea,whey,no,
white tea,strawberry,no,
white tea,"coffee, green bean",no,
white truffles,cabbage white,no,
white truffles,broccoli,no,
white truffles,white asparagus,no,
white truffles,"toner, black, powder",no,
white truffles,kaolin,no,
white wines,grape,no,
white wines,white spirit,no,
white wines,"packaging glass, white",no,
white wines,green liquor dregs,no,
white wines,benzyl alcohol,no,
whole grain crackers,rye grain,no,
whole grain crackers,wheat grain,no,
whole grain crackers,oat grain,no,
whole grain crackers,barley grain,no,
whole grain crackers,"wheat grain, feed",no,
whole powdered milk,milking,no,
whole powdered milk,"skimmed milk, from cow milk",medium,
whole powdered milk,"cream, from cow milk",no,
whole powdered milk,dairy,no,
whole powdered milk,cow milk,medium,
whole roast pig,pig iron,no,
whole roast pig,"housing system, pig, fully-slatted floor, per pig place",no,
whole roast pig,"operation, housing system, pig, fully-slatted floor, per pig place",no,
whole roast pig,stone meal,no,
