Unnamed: 0,clustered,ecoinvent_prod,manual_match_certainty,manual_certainty,hard no
2749,gearbox,"industrial machine, heavy, unspecified",no,no,
2750,gearbox,bicycle,no,no,
2751,gearbox,"metal working machine, unspecified",no,no,
2752,gearbox,"maintenance, bicycle",no,no,
2753,gearboxes for vehicles,"transport, passenger car, medium size, diesel, EURO 4",no,no,
2754,gearboxes for vehicles,"transport, passenger car, medium size, diesel, EURO 5",no,no,
2755,gearboxes for vehicles,"transport, passenger car, medium size, diesel, EURO 3",no,no,
2756,gearboxes for vehicles,"powertrain, for electric scooter",no,no,
2757,gearboxes for vehicles,"transport, passenger car, small size, diesel, EURO 5",no,no,
2758,gel batteries,"battery, NaCl",no,no,
2759,gel batteries,"battery cell, Li-ion, NCA",no,no,
2760,gel batteries,"battery, Li-ion, NCA, rechargeable, prismatic",no,no,
2761,gel batteries,"battery, NiMH, rechargeable, prismatic",high,yes,
2762,gel batteries,"battery cell, Li-ion, LFP",no,no,
2763,gel fragrances,soap,medium,yes,
2764,gel fragrances,butyl acrylate,no,no,
2765,gelatin for pharmaceutical use,acrylonitrile,no,no,
2766,gelatine,acrylonitrile,no,no,
2767,gelatine,pineapple,no,no,
2768,gelatine,aubergine,no,no,
2769,gelatine,"acetone, liquid",no,no,
2770,gelatine,zucchini,no,no,
2771,gelatins,pineapple,no,no,
2772,gelatins,acrylonitrile,no,no,
2773,gelatins,zucchini,no,no,
2774,gelatins,sugar beet pulp,no,no,
2775,gelatins,aubergine,no,no,
2776,gelcoat,"powder coat, steel",no,no,
2777,gelcoat,"flat glass, uncoated",no,no,
2778,gelcoat,"paper, woodfree, uncoated",no,no,
2779,gelcoat,"zinc coat, pieces",no,no,
2780,gelcoat,"particleboard, uncoated",no,no,
2781,gelling agent,foaming agent,no,no,
2782,gelling agent,butyl acrylate,no,no,
2783,gelling agent,"fluorescent whitening agent, distyrylbiphenyl type",no,no,
2784,gelling agent,activated bentonite,no,no,
2785,gelling agent,titanium sponge,no,no,
2786,gem salt,salt,medium,yes,
2787,gem salt,potash salt,no,no,
2788,gem salt,sodium,no,no,
2789,gem salt,"sodium chlorate, powder",no,no,
2790,gem salt,"sodium chloride, powder",no,no,
2791,gemstones,stone meal,no,no,
2792,gemstones,lime mortar,no,no,
2793,gemstones,stone wool,no,no,
2794,gemstones,"natural stone plate, polished",no,no,
2795,gemstones,"laterite, mineral",no,no,
2796,generator,"generator, 200kW electrical",high,yes,
2797,generator,"machine operation, diesel, < 18.64 kW, generators",no,no,
2798,generator,"generator, mini CHP plant",high,yes,
2799,generator,"assembly of generator and motor, auxilliaries and energy use, heat and power co-generation unit, 160kW electrical",no,no,
2800,generator,"machine operation, diesel, >= 74.57 kW, generators",no,no,
2801,generator spare part,"generator, 200kW electrical",no,no,
2802,generator spare part,"generator, mini CHP plant",no,no,
2803,generator spare part,"assembly of generator and motor, auxilliaries and energy use, heat and power co-generation unit, 160kW electrical",no,no,
2804,generator spare part,"assembly of generator and motor, auxilliaries and energy use, for mini CHP plant",no,no,
2805,generator spare part,"machine operation, diesel, < 18.64 kW, generators",no,no,
2806,generators for combined heat,"heat and power co-generation unit, 6400kW thermal, common components for heat+electricity",medium,yes,
2807,generators for combined heat,"heat and power co-generation unit, 200kW electrical, common components for heat+electricity",medium,yes,
2808,generators for combined heat,"heat and power co-generation unit, 200kW electrical, components for heat only",medium,yes,
2809,generators for combined heat,"heat and power co-generation unit, 50kW electrical, common components for heat+electricity",medium,yes,
2810,generators for combined heat,"heat and power co-generation unit, 1MW electrical, common components for heat+electricity",medium,yes,
2811,generators for power plants (chp),"generator, mini CHP plant",high,yes,
2812,generators for power plants (chp),"assembly of generator and motor, auxilliaries and energy use, for mini CHP plant",no,no,
2813,generators for power plants (chp),"mini CHP plant, components for electricity only",no,no,
2814,generators for power plants (chp),"mini CHP plant, common components for heat+electricity",no,no,
2815,generators for power plants (chp),"planning, cogen unit mini CHP plant",no,no,
2816,gentian,millet,no,no,
2817,gentian,coriander,no,no,
2818,genuine branded glasses,packaging glass factory,no,no,
2819,genuine branded glasses,flat glass factory,no,no,
2820,genuine branded glasses,"packaging glass, white",no,no,
2821,genuine branded glasses,"packaging glass, green",no,no,
2822,genuine branded glasses,foam glass factory,no,no,
2823,geraniums,coriander,no,no,
2824,geraniums,tilapia,no,no,
2825,german beer,benzyl alcohol,no,no,
2826,german beer,fatty alcohol,no,no,
2827,german beer,benzaldehyde,no,no,
2828,german beer,diesel,no,no,
2829,german beer,ethanol fermentation plant,no,no,
2830,german cars,"passenger car, diesel",high,yes,
2831,german cars,"transport, passenger car, large size, diesel, EURO 5",no,no,
2832,german cars,"transport, passenger car, large size, diesel, EURO 3",no,no,
2833,german cars,"transport, passenger car, large size, diesel, EURO 4",no,no,
2834,german cars,"transport, passenger car, small size, diesel, EURO 3",no,no,
2835,german cosmetics,benzaldehyde,no,no,
2836,german cosmetics,"bleaching, textile",no,no,
2837,german cosmetics,"textile, silk",no,no,
2838,german cosmetics,benzene,no,no,
2839,german pumps,pump station,no,no,
2840,german pumps,"water pump operation, diesel",no,no,
2841,german pumps,"water pump operation, electric",no,no,
2842,german pumps,"pump, 40W",medium,yes,
2843,german pumps,"water pump, 22kW",medium,yes,
2844,germany cars,"transport, passenger car, large size, diesel, EURO 5",no,no,
2845,germany cars,"passenger car, diesel",high,yes,
2846,germany cars,"transport, passenger car, large size, diesel, EURO 4",no,no,
2847,germany cars,"transport, passenger car, large size, diesel, EURO 3",no,no,
2848,germany cars,"transport, passenger car, small size, diesel, EURO 3",no,no,
2849,gfk mobile telephone masts,used smartphone,no,no,
2850,gherkins,glycine,no,no,
2851,gherkins,glycerine,no,no,
2852,gherkins,zucchini,no,no,
2853,gherkins,glyoxal,no,no,
2854,gherkins,glyphosate,no,no,
2855,gianduiotti,aniline,no,no,
2856,gianduiotti,imidazole,no,no,
2857,gianduiotti,zircon,no,no,
2858,gianduiotti,ferronickel,no,no,
2859,giant balloons,helium,no,no,
2860,giant balloons,"helium, crude",no,no,
2861,giant freshwater prawns,"small pelagic fish, fresh",no,no,
2862,giant freshwater prawns,"fish canning, large fish",no,no,
2863,giant freshwater prawns,marine fish,no,no,
2864,giant freshwater prawns,"fish curing, small fish",no,no,
2865,giant freshwater prawns,"fish canning, small fish",no,no,
2866,gib head keys,keyboard,no,no,
2867,giblets,chickpea,no,no,
2868,giblets,pineapple,no,no,
2869,gift items in gold,"gold, unrefined",no,no,
2870,gift items in gold,gold,no,no,
2871,gift items in gold,"gold-silver, ingot",no,no,
2872,gift items in gold,silver,no,no,
2873,gift paintings,"cement, ART",no,no,
2874,gift paintings,waste paint,no,no,
2875,gift photo tiles,ceramic tile,no,no,
2876,gift photo tiles,roof tile,no,no,
2877,gift wrapping paper,waste packaging paper,medium,yes,
2878,gift wrapping paper,kraft paper,no,no,
2879,gift wrapping paper,printed paper,no,no,
2880,gift wrapping paper,paper machine,no,no,
2881,gift wrapping paper,paper sack,no,no,
2882,gift-wrap,kraft paper,no,no,
2883,gift-wrap,paper sack,no,no,
2884,gift-wrap,"stone wool, packed",no,no,
2885,giftsets,millet,no,no,
2886,giftsets,harvester,no,no,
2887,giftsets,palm fruit bunch,no,no,
2888,giftsets,goods wagon,no,no,
2889,gilding metals,"mine infrastructure, gold-silver-zinc-lead-copper",no,no,
2890,gilding metals,"mine infrastructure, gold and silver",no,no,
2891,gilding metals,"gold, unrefined",medium,yes,
2892,gilding metals,"silver, unrefined",no,no,
2893,gilding metals,precious metal refinery,no,no,
2894,gilthead breams,lentil,no,no,
2895,gilthead breams,pendimethalin,no,no,
2896,gin,mint,no,no,
2897,gin,grape,no,no,
2898,gin,enamelling,no,no,
2899,gin,seed-cotton,no,no,
2900,gin,cottonseed,no,no,
2901,ginger,cabbage red,no,no,
2902,ginger,red kidney bean,no,no,
2903,ginger,melon,no,no,
2904,ginger,strawberry,no,no,
2905,ginger,piperidine,no,no,
2906,ginger root,red kidney bean,no,no,
2907,ginger root,piperidine,no,no,
2908,ginger root,nickel sulfate,no,no,
2909,ginger root,cabbage red,no,no,
2910,ginger root,strawberry,no,no,
2911,gingerbread,cocoa bean,no,no,
2912,gingerbread,"sugar, from sugar beet",no,no,
2913,gingerbread,mint,no,no,
2914,gingerbread,pineapple,no,no,
2915,gingerbread,aubergine,no,no,
2916,ginkgo biloba,paclobutrazol,no,no,
2917,ginkgo biloba,pineapple,no,no,
2918,ginkgo biloba,barite,no,no,
2919,ginkgo biloba,mancozeb,no,no,
2920,ginkgo biloba,daminozide,no,no,
2921,ginseng drink,soybean beverage,no,no,
2922,ginseng drink,mint,no,no,
2923,ginseng drink,tap water,no,no,
2924,ginseng drink,beverage carton converting,no,no,
2925,ginseng drink,grape,no,no,
2926,ginseng extract,sodium cumenesulphonate,no,no,
2927,ginseng extract,"mint seedling, for planting",no,no,
2928,ginseng extract,mint,no,no,
2929,ginseng extract,seed-cotton,no,no,
2930,girders - ferrous metal,"ferrous metal, in mixed metal scrap",medium,yes,
2931,girders - ferrous metal,"mine infrastructure, open cast, non-ferrous metal",no,no,
2932,girders - ferrous metal,"steel, chromium steel 18/8",no,no,
2933,girders - ferrous metal,scrap steel,no,no,
2934,girders - ferrous metal,iron-nickel-chromium alloy,no,no,
2935,girdles,skidder,no,no,
2936,girdles,chickpea,no,no,
2937,girdles,orbencarb,no,no,
2938,girdles,ferronickel,no,no,
2939,girdles,sulfite,no,no,
2940,girolle mushrooms,zucchini,no,no,
2941,girolle mushrooms,prosulfocarb,no,no,
2942,girolle mushrooms,paclobutrazol,no,no,
2943,girolle mushrooms,pyrazole,no,no,
2944,girolle mushrooms,imidazole,no,no,
2945,glamour glaze sparkled gel,sanitary ceramics,no,no,
2946,glamour glaze sparkled gel,ceramic tile,no,no,
2947,glamour glaze sparkled gel,"flat glass, uncoated",no,no,
2948,glass ampules,foam glass,no,no,
2949,glass ampules,waste glass,no,no,
2950,glass ampules,glass fibre,no,no,
2951,glass ampules,"glass, for liquid crystal display",no,no,
2952,glass ampules,"glass tube, borosilicate",medium,yes,
2953,glass antibiotic bottle,"glass tube, borosilicate",medium,yes,
2954,glass antibiotic bottle,"glass, for liquid crystal display",no,no,
2955,glass antibiotic bottle,foam glass,no,no,
2956,glass antibiotic bottle,"packaging glass, green",medium,yes,
2957,glass antibiotic bottle,"packaging glass, white",medium,yes,
2958,glass articles for liquids,"glass, for liquid crystal display",no,no,
2959,glass articles for liquids,foam glass,no,no,
2960,glass articles for liquids,glass fibre,no,no,
2961,glass articles for liquids,wastewater from glass production,no,no,
2962,glass articles for liquids,waste glass,no,no,
2963,glass ball,foam glass,no,no,
2964,glass ball,"glass, for liquid crystal display",no,no,
2965,glass ball,waste glass,no,no,
2966,glass ball,glass fibre,no,no,
2967,glass ball,foam glass factory,no,no,
2968,glass beads,foam glass,no,no,
2969,glass beads,glass fibre,no,no,
2970,glass beads,waste glass,no,no,
2971,glass beads,"polymethyl methacrylate, beads",no,no,
2972,glass beads,foam glass factory,no,no,
2973,glass beakers,foam glass,no,no,
2974,glass beakers,"glass, for liquid crystal display",no,no,
2975,glass beakers,waste glass,no,no,
2976,glass beakers,"glass tube, borosilicate",no,no,
2977,glass beakers,"flat glass, coated",no,no,
2978,glass bell covers for laboratories,"glass, for liquid crystal display",no,no,
2979,glass bell covers for laboratories,packaging glass factory,no,no,
2980,glass bell covers for laboratories,glass tube factory,no,no,
2981,glass bell covers for laboratories,foam glass factory,no,no,
2982,glass bell covers for laboratories,flat glass factory,no,no,
2983,glass block,foam glass,no,no,
2984,glass block,"flat glass, coated",medium,yes,
2985,glass block,waste glass,no,no,
2986,glass block,"glass, for liquid crystal display",no,no,
2987,glass block,glass fibre,no,no,
2988,minibus,"transport, trolleybus",no,no,
2989,minibus,bus,high,yes,
2990,minimalist jewellery,"steel, low-alloyed",no,no,
2991,minimalist jewellery,titanium,no,no,
2992,mirror magnets,magnetite,no,no,
2993,mirrors,waste glass,no,no,
2994,"mirrors, decorative",waste glass,no,no,
2995,mix for special bread,wheat flour mix,no,no,
2996,mix for special bread,maize flour,no,no,
2997,mix for special bread,wheat flour,no,no,
2998,mixed fabrics,"textile, woven cotton",medium,yes,
2999,mixed fabrics,"textile, nonwoven polyester",medium,yes,
3000,mixed fabrics,"textile, silk",medium,yes,
3001,mixed fabrics,"textile, knit cotton",medium,yes,
3002,mixed fruit,strawberry,medium,yes,
3003,mixed fruit,pear,medium,yes,
3004,mixed fruit,pineapple,medium,yes,
3005,mixed fruit,mango,medium,yes,
3006,mixed juices,strawberry,no,no,
3007,mixed-fuel stoves,"coal stove, 5-15kW",medium,yes,
3008,mixed-fuel stoves,cookstove,no,no,
3009,mixer taps,tap water,no,no,
3010,mixers for waste composting plants,"biowaste, kitchen and garden waste",no,no,
3011,mixing plant,concrete mixing factory,medium,yes,
3012,mixing plants for special waste,concrete mixing factory,no,no,
3013,mobile concrete plants,lean concrete,no,no,
3014,mobile concrete plants,"concrete, 25-30MPa",no,no,
3015,mobile concrete plants,waste concrete,no,no,
3016,mobile concrete plants,"concrete, medium strength",no,no,
3017,mobile laser welding devices,"laser machining, metal, with YAG-laser, 120W power",medium,yes,
3018,mobile laser welding devices,"laser machining, metal, with YAG-laser, 50W power",medium,yes,
3019,mobile laser welding devices,"laser machining, metal, with YAG-laser, 30W power",medium,yes,
3020,mobile phone,used smartphone,medium,yes,
3021,mobile phone,"consumer electronics, mobile device, smartphone",high,yes,
3022,mobile phone chargers,"power adapter, for smartphone",high,yes,
3023,mobile phone earphones,"electronic component, passive, mobile, earpiece and speaker",medium,yes,
3024,mobile waste containers,"container, for collection of post-consumer waste plastic for recycling",medium,yes,
3025,mobility scooters,"transport, passenger, motor scooter",medium,yes,
3026,mobility scooters,"transport, passenger, electric scooter",medium,yes,
3027,modern fireplaces,charcoal,no,no,
3028,modern fireplaces,hard coal ash,no,no,
3029,modified aluminium oxides,"aluminium oxide, non-metallurgical",medium,yes,
3030,modified aluminium oxides,"aluminium oxide, metallurgical",medium,yes,
3031,modified starch,potato starch,medium,yes,
3032,modified starch,maize starch,medium,yes,
3033,modular silos,"tower silo, plastic",medium,yes,
3034,moisture barrier foil,"aluminium collector foil, for Li-ion battery",no,no,
3035,molybdenum,molybdenum,high,yes,
3036,molybdenum,molybdenite,no,no,
3037,molybdenum oxide,molybdenum trioxide,high,yes,
3038,"monitors, computer","computer, laptop",no,no,
3039,monobloc aluminium packaging,"refractory, high aluminium oxide, packed",no,no,
3040,moped engines,"motor scooter, 50 cubic cm engine",no,no,
3041,mopeds,used motor scooter,medium,yes,
3042,moroccan style tiles,ceramic tile,medium,yes,
3043,moroccan style tiles,cement tile,no,no,
3044,mortar raw materials,cement mortar,medium,yes,
3045,mortar raw materials,lime mortar,medium,yes,
3046,mortars,light mortar,medium,yes,
3047,mortars for construction work,cement mortar,medium,yes,
3048,mortars for construction work,lime mortar,medium,yes,
3049,mosaic tiles,ceramic tile,medium,yes,
3050,mosaic tiles,cement tile,no,no,
3051,motor,"electric motor, vehicle",medium,yes,
3052,motor,"gas motor, 206kW",medium,yes,
3053,motor oil,lubricating oil,no,no,
3054,motor oil,petroleum,no,no,
3055,motor oil,base oil,medium,yes,
3056,motor pump connection units,"water pump operation, electric",no,no,
3057,motor pumps,"water pump operation, electric",no,no,
3058,motor vehicle engines,"electric motor, vehicle",medium,yes,
3059,motor vehicle engines,"electric motor, electric passenger car",medium,yes,
3060,motor vehicle tyres,used tyre,medium,yes,
3061,motor vehicles,light commercial vehicle,medium,yes,
3062,motor vehicles fitted out for transporting animals,"transport, freight, light commercial vehicle",medium,yes,
3063,motorcycle,used motor scooter,medium,yes,
3064,motorcycle clothing,nylon 6,no,no,
3065,motorcycle trailers,agricultural trailer,no,no,
3066,motorcycle trousers,nylon 6,no,no,
3067,motorcycle trousers,nylon 6-6,no,no,
3068,motorcycle tyres,used tyre,medium,yes,
3069,motorised barges with onboard crew,barge tanker,no,no,
3070,motorised barges with onboard crew,barge,no,no,
3071,moulded aluminium multi-alloy bronze parts,"aluminium, cast alloy",no,no,
3072,moulded hoses,synthetic rubber,no,no,
3073,moulded polyurethane foam parts,"polyurethane, rigid foam",medium,yes,
3074,moulded polyurethane foam parts,"polyurethane, flexible foam",medium,yes,
3075,moulded rubber parts,synthetic rubber,medium,yes,
3076,moulded seals,"seal, natural rubber based",medium,yes,
3077,moulding sand,sand,medium,yes,
3078,mouldings made out of plaster,clay plaster,no,no,
3079,mouldings made out of plaster,cement plaster,no,no,
3080,mouldings made out of plaster,base plaster,no,no,
3081,mouldings made out of plaster,"cover plaster, organic",no,no,
3082,mouldings made out of plaster,"cover plaster, mineral",no,no,
3083,mountain bikes,bicycle,no,no,
3084,mountain tractors,"tractor, 4-wheel, agricultural",high,yes,
3085,mountain tractors,"transport, tractor and trailer, agricultural",high,yes,
3086,mounted pumps,"water pump, 22kW",medium,yes,
3087,movable conveyors,conveyor belt,medium,yes,
3088,movable trailers,"fodder loading, by self-loading trailer",no,no,
3089,moving boxes,corrugated board box,medium,yes,
3090,mowing machines for gardening,"mowing, by rotary mower",high,yes,
3091,mowing machines for gardening,"mowing, by motor mower",high,yes,
3092,mozzarella,"cheese, from cow milk, fresh, unripened",medium,yes,
3093,mozzarellas,"cheese, from cow milk, fresh, unripened",medium,yes,
3094,multi-cyclone collectors,"dust collector, multicyclone",high,yes,
3095,multi-material adhesion,"adhesive, for metal",no,no,
3096,multi-material adhesion,polyurethane adhesive,no,no,
3097,multi-purpose plastic baskets,"plastic granulate, unspecified, recycled",no,no,
3098,multigrain bread,wheat flour,no,no,
3099,multilayer (printed circuit boards),"printed wiring board, for through-hole mounting, Pb containing surface",medium,yes,
3100,multilayer (printed circuit boards),"printed wiring board, for through-hole mounting, Pb free surface",medium,yes,
3101,multilayer (printed circuit boards),"printed wiring board, for surface mounting, Pb containing surface",medium,yes,
3102,multilayer film,"polyvinylfluoride, film",no,no,
3103,multilayered pipes,"polyethylene pipe, corrugated, DN 75",no,no,
3104,multivac hoovers,vacuum cleaner,high,yes,
3105,muscat sparkling wine,grape,no,no,
3106,mustard,mustard,high,yes,
3107,mutton sheep,"sheep for slaughtering, live weight",high,yes,
3108,n-rich organic fertilizer,"organic nitrogen fertiliser, as N",high,yes,
3109,n-rich organic fertilizer,"organo-mineral nitrogen fertiliser, as N",high,yes,
3110,naked oats,oat grain,high,yes,
3111,napkins,tissue paper,medium,yes,
3112,national wood,"sawnwood, hardwood, raw",medium,yes,
3113,natural animal nutrition,"mineral supplement, for beef cattle",no,no,
3114,natural dye,"batch dyeing, fibre, cotton",medium,yes,
3115,natural fertilizers,"organo-mineral nitrogen fertiliser, as N",medium,yes,
3116,natural fertilizers,"organic nitrogen fertiliser, as N",medium,yes,
3117,natural fertilizers,"organic potassium fertiliser, as K2O",medium,yes,
3118,natural fibre ropes,"fibre, cotton",no,no,
3119,natural flour,wheat flour,medium,yes,
3120,natural flour,maize flour,medium,yes,
3121,natural gas,"natural gas, vented",high,yes,
3122,natural mineral water,tap water,high,yes,
3123,natural oil processor,"vegetable oil, refined",no,no,
3124,natural resins,phenolic resin,no,no,
3125,natural salts from the dead sea,salt,high,yes,
3126,natural sea salt of guérande,salt,high,yes,
3127,natural sparkling wines,grape,no,no,
3128,natural stone tiles,ceramic tile,no,no,
3129,natural straw,"straw, organic",high,yes,
3130,natural vanilla flavouring,vanilla,medium,yes,
3131,natural vegan food,"soybean, organic",medium,yes,
3132,natural veneer,"sawlog and veneer log, meranti, debarked, measured as solid wood",no,no,
3133,natural waters,"water, harvested from rainwater",medium,yes,
3134,natural yarn,"yarn, cotton",medium,yes,
3135,natural yarn,"yarn, silk",medium,yes,
3136,natural yarn,"yarn, jute",medium,yes,
3137,natural yeasts,fodder yeast,medium,yes,
3138,natural yoghurt,"yogurt, from cow milk",high,yes,
3139,naturally leavened bread,wheat flour,no,no,
3140,ndfeb magnets,magnetite,no,no,
3141,needle-punched non-wovens,"textile, nonwoven polyester",no,no,
3142,neodymium magnets,magnetite,no,no,
3143,neodymium-iron-bore magnet (ndfeb magnet),magnetite,no,no,
3144,netless gas balloons,helium,medium,yes,
3145,new cars,"passenger car, diesel",medium,yes,
3146,new motorcycles,used motor scooter,no,no,
3147,new potatoes,potato,high,yes,
3148,newspaper,waste newspaper,medium,yes,
3149,newspaper,"paper, newsprint",high,yes,
3150,ni-mh rechargeable batteries/cells,"battery, NiMH, rechargeable, prismatic",high,yes,
3151,nibbed almonds,almond,high,yes,
3152,nickel,"nickel, class 1",high,yes,
3153,nickel alloy,iron-nickel-chromium alloy,no,no,
3154,nickel bands,nickel-rich materials,no,no,
3155,nickel foils,nickel-rich materials,no,no,
3156,nickel pipes,nickel-rich materials,no,no,
3157,nickel pipes,"nickel, class 1",no,no,
3158,nickel rings,"nickel, class 1",no,no,
3159,nickel super alloys,nickel-rich materials,no,no,
3160,nickel super alloys,"nickel, class 1",no,no,
3161,nickel tubes for annealing,nickel-rich materials,no,no,
3162,nitriding steel,"steel, low-alloyed",medium,yes,
3163,nitriding steel,"steel, chromium steel 18/8",no,no,
3164,nitrile examination gloves,nitrile-compound,no,no,
3165,nitrile gloves,nitrile-compound,no,no,
3166,nitrile protective aprons for food contact,nitrile-compound,no,no,
3167,nitrile protective gloves,nitrile-compound,no,no,
3168,nitrile rubber hoses,nitrile-compound,no,no,
3169,nitrile rubber hoses,synthetic rubber,no,no,
3170,nitrous oxide,nitrous oxide,high,yes,
3171,nitrous oxide tank,nitrous oxide,no,no,
3172,no-cheese filled peppers,bell pepper,medium,yes,
3173,non woven gift bags,"textile, nonwoven polyester",no,no,
3174,non-alcoholic fruit syrups,strawberry,no,no,
3175,non-alcoholic wines,grape,no,no,
3176,non-slip pallet separators,EUR-flat pallet,no,no,
3177,non-woven dust sheets,"textile, nonwoven polyester",no,no,
3178,non-woven fabric,"textile, nonwoven polyester",no,no,
3179,non-woven filter materials,"textile, nonwoven polyester",medium,yes,
3180,non-woven filter materials,"textile, nonwoven polypropylene",medium,yes,
3181,nonwoven fabric in 100% polyester fibre,"textile, nonwoven polyester",high,yes,
3182,nonwoven fabric in 100% polyester fibre,"fibre, polyester",high,yes,
3183,nonwovens,"textile, nonwoven polyester",medium,yes,
3184,nourishing cream with honey,"cream, from cow milk",medium,yes,
3185,nuclear fuel,spent nuclear fuel,medium,yes,
3186,waste disposal plants,"inert waste, for final disposal",no,no,
3187,waste disposal plants,waste preparation facility,no,no,
3188,waste disposal plants,sanitary landfill facility,medium,yes,
3189,waste disposal plants,"biowaste, kitchen and garden waste",no,no,
3190,waste disposal plants,municipal solid waste,no,no,
3191,waste disposal tank,"inert waste, for final disposal",no,no,
3192,waste disposal tank,waste preparation facility,no,no,
3193,waste disposal tank,sanitary landfill facility,no,no,
3194,waste disposal tank,"waste plastic plaster, for final disposal",no,no,
3195,waste disposal tank,hazardous waste incineration facility,no,no,
3196,waste paper,"waste paper, unsorted",high,yes,
3197,waste paper,waste paperboard,medium,yes,
3198,waste paper,waste packaging paper,medium,yes,
3199,waste paper,"waste paper, sorted",high,yes,
3200,waste paper,"graphic paper, 100% recycled",no,no,
3201,watches,television,no,no,
3202,water,heavy water,medium,yes,
3203,water,tap water,medium,yes,
3204,water,"water, deionised",medium,yes,
3205,water,"water, ultrapure",medium,yes,
3206,water,"water, completely softened",medium,yes,
3207,water buckets,water storage,medium,yes,
3208,water buckets,tap water,no,no,
3209,water buckets,heavy water,no,no,
3210,water buckets,"lime, hydraulic",no,no,
3211,water buckets,"water, deionised",no,no,
3212,water guns,heavy water,no,no,
3213,water guns,tap water,no,no,
3214,water guns,water storage,no,no,
3215,water guns,"water, decarbonised",no,no,
3216,water guns,"lime, hydraulic",no,no,
3217,water hoses,tap water,no,no,
3218,water hoses,water storage,no,no,
3219,water hoses,irrigation,no,no,
3220,water hoses,heavy water,no,no,
3221,water hoses,"lime, hydraulic",no,no,
3222,water jet cut-outs,"water discharge from petroleum extraction, offshore",no,no,
3223,water jet cut-outs,"water discharge from petroleum/natural gas extraction, onshore",no,no,
3224,water pistols,heavy water,no,no,
3225,water pistols,tap water,no,no,
3226,water pistols,water storage,no,no,
3227,water pistols,"silencer, steel, DN 315, 50 mm",no,no,
3228,water plants,"water, harvested from rainwater",no,no,
3229,water repellants for limestone,"limestone, unprocessed",no,no,
3230,water repellants for limestone,limestone residue,no,no,
3231,water repellants for limestone,"limestone, crushed, for mill",no,no,
3232,water repellants for limestone,"limestone, crushed, washed",no,no,
3233,water repellants for limestone,"recultivation, limestone mine",no,no,
3234,water repellants for marble,"waste cement, hydrated",no,no,
3235,watermelon,melon,high,yes,
3236,watermelon,strawberry,no,no,
3237,watermelon,pineapple,no,no,
3238,watermelon,pear,no,no,
3239,watermelon,peach,no,no,
3240,watermelon taste beads,strawberry,no,no,
3241,watermelon taste beads,melon,no,no,
3242,watermelon taste beads,"polymethyl methacrylate, beads",no,no,
3243,watermelon taste beads,"molasses, from sugar beet",no,no,
3244,watermelon taste beads,"sugar, from sugar beet",no,no,
3245,waterpipe tobacco cutter,"pipeline, liquid manure",no,no,
3246,waterpipe tobacco cutter,"propylene, pipeline system",no,no,
3247,waterpipe tobacco cutter,"weed control, by brush cutter, pasture",no,no,
3248,waterpipe tobacco cutter,"drawing of pipe, steel",no,no,
3249,waterproof cable gland,"cable, unspecified",medium,yes,
3250,waterproof cable gland,waste wire plastic,no,no,
3251,waterproof tarpaulins for trucks,coal tar,no,no,
3252,waterproof tarpaulins for trucks,waste asphalt,no,no,
3253,waterproof tarpaulins for trucks,mastic asphalt,no,no,
3254,wavelength meters,ultraviolet lamp,no,no,
3255,wax,stone wool,no,no,
3256,wc,bronze,no,no,
3257,wc containers,container ship,no,no,
3258,wc containers,"maintenance, container ship",no,no,
3259,wc containers,"operation, intermodal shipping container",no,no,
3260,wc containers,"used reefer, intermodal shipping container, 40-foot, high-cube",no,no,
3261,wc containers,"maintenance, reefer, intermodal shipping container, 40-foot, high-cube",no,no,
3262,"weather boots, wet","water, deionised",no,no,
3263,"weather boots, wet",mastic asphalt,no,no,
3264,"weather boots, wet","stone wool, packed",no,no,
3265,weathering test devices,"titanium zinc plate, without pre-weathering",no,no,
3266,weatherproof clothing,"fleece, polyethylene",no,no,
3267,weatherproof clothing,"textile, woven cotton",no,no,
3268,weatherproof clothing,"textile, nonwoven polyester",no,no,
3269,weatherproof clothing,wood wool,no,no,
3270,weatherproof clothing,nylon 6,no,no,
3271,weck glass jars for canned food,used beverage cans,no,no,
3272,weck glass jars for canned food,packaging glass factory,no,no,
3273,weck glass jars for canned food,"waste packaging glass, unsorted",medium,yes,
3274,weck glass jars for canned food,packaging glass sorting facility,no,no,
3275,weck glass jars for canned food,waste glass,no,no,
3276,welded brass tubes,"casting, brass",no,no,
3277,welded brass tubes,brass,no,no,
3278,welded brass tubes,"welding, arc, aluminium",no,no,
3279,welded brass tubes,"brass removed by drilling, conventional",no,no,
3280,welded brass tubes,"welding, arc, steel",no,no,
3281,wet salted cod,salt,no,no,
3282,wet salted cod,fish residues,no,no,
3283,wet salted cod,sodium perchlorate,no,no,
3284,wet salted cod,potash salt,no,no,
3285,wet salted cod,"landed tuna, frozen, EPO",no,no,
3286,wet salted cow hides,"mineral supplement, for beef cattle",no,no,
3287,wet salted cow hides,"manure, liquid, cattle",no,no,
3288,wet salted cow hides,cow milk,no,no,
3289,wet salted cow hides,salt tailing from potash mine,no,no,
3290,wet salted cow hides,sheep fleece in the grease,no,no,
3291,wet vacuum cleaners,vacuum cleaner,medium,yes,
3292,wet vacuum cleaners,"dried roughage store, air dried, solar",no,no,
3293,wet vacuum cleaners,"operation, dried roughage store, air dried, solar",no,no,
3294,wet vacuum cleaners,dryer,no,no,
